MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Pressure,Temp,Hour,Month,RainTomorrow
24.0,31.0,NNE,17.3,67.8,1011.0,26.0,0,1,Yes
24.0,31.0,NNE,15.1,69.26,1010.1,25.6,1,1,Yes
24.0,31.0,NNE,10.4,69.35,1009.6,25.0,2,1,Yes
24.0,31.0,NNE,10.8,73.73,1009.0,24.6,3,1,Yes
24.0,31.0,N,10.8,73.58,1009.0,25.0,4,1,Yes
24.0,31.0,NNE,10.4,75.53,1009.0,24.0,5,1,Yes
24.0,31.0,NNE,9.7,78.35,1009.4,24.0,6,1,Yes
24.0,31.0,ENE,11.5,77.92,1010.1,24.1,7,1,Yes
24.0,31.0,NNE,13.7,73.8,1011.0,25.0,8,1,Yes
24.0,31.0,NNE,15.1,73.97,1011.0,26.0,9,1,Yes
24.0,31.0,N,15.5,66.95,1012.0,27.9,10,1,Yes
24.0,31.0,NE,15.8,65.98,1011.0,29.0,11,1,Yes
24.0,31.0,W,13.7,62.28,1010.0,30.0,12,1,Yes
24.0,31.0,E,12.2,63.04,1009.1,30.0,13,1,Yes
24.0,31.0,W,16.9,62.28,1008.0,30.0,14,1,Yes
24.0,31.0,NE,15.1,58.82,1007.0,31.0,15,1,Yes
24.0,31.0,E,12.2,59.61,1007.1,30.9,16,1,Yes
24.0,31.0,N,8.3,66.18,1007.0,30.0,17,1,Yes
24.0,31.0,WNW,5.0,70.11,1007.0,29.0,18,1,Yes
24.0,31.0,W,5.0,74.73,1008.1,28.1,19,1,Yes
24.0,31.0,WSW,5.8,78.78,1009.0,27.0,20,1,Yes
24.0,31.0,W,5.8,78.78,1009.0,27.0,21,1,Yes
24.0,31.0,N,5.4,79.75,1010.0,27.0,22,1,Yes
24.0,31.0,N,6.8,83.57,1010.0,26.0,23,1,Yes
25.0,31.0,NE,6.1,69.74,1010.0,27.0,0,1,Yes
25.0,31.0,ENE,6.5,75.72,1010.0,26.1,1,1,Yes
25.0,31.0,N,7.9,73.97,1009.0,26.0,2,1,Yes
25.0,31.0,W,8.3,78.5,1009.0,25.0,3,1,Yes
25.0,31.0,W,7.6,84.49,1009.0,25.1,4,1,Yes
25.0,31.0,N,6.1,78.5,1009.0,25.0,5,1,Yes
25.0,31.0,W,6.1,78.5,1009.0,25.0,6,1,Yes
25.0,31.0,NE,8.6,79.5,1010.1,25.2,7,1,Yes
25.0,31.0,NNW,12.6,78.5,1011.0,25.0,8,1,Yes
25.0,31.0,NNW,15.5,69.74,1012.0,27.0,9,1,Yes
25.0,31.0,NNE,15.5,74.9,1011.1,28.0,10,1,Yes
25.0,31.0,NW,15.5,70.11,1011.0,29.0,11,1,Yes
25.0,31.0,NNW,15.8,66.18,1010.0,30.0,12,1,Yes
25.0,31.0,NW,16.9,65.94,1009.0,30.1,13,1,Yes
25.0,31.0,W,18.7,62.5,1008.0,31.0,14,1,Yes
25.0,31.0,W,20.5,62.5,1007.0,31.0,15,1,Yes
25.0,31.0,W,20.5,66.17,1007.2,30.0,16,1,Yes
25.0,31.0,W,15.8,70.11,1008.0,29.0,17,1,Yes
25.0,31.0,W,7.9,74.3,1008.0,28.0,18,1,Yes
25.0,31.0,NW,6.8,75.26,1009.1,27.9,19,1,Yes
25.0,31.0,W,6.8,74.3,1009.0,28.0,20,1,Yes
25.0,31.0,WSW,6.5,74.3,1010.0,28.0,21,1,Yes
25.0,31.0,SE,6.1,88.69,1010.1,26.9,22,1,Yes
25.0,31.0,W,6.1,83.68,1010.0,27.0,23,1,Yes
25.0,32.0,W,6.5,88.84,1010.0,27.0,0,1,Yes
25.0,32.0,NE,6.5,79.93,1009.1,26.9,1,1,Yes
25.0,32.0,NNE,6.1,83.68,1009.0,27.0,2,1,Yes
25.0,32.0,NNE,6.5,78.64,1008.0,26.0,3,1,Yes
25.0,32.0,ENE,5.4,80.07,1009.0,26.0,4,1,Yes
25.0,32.0,NNE,5.0,73.97,1009.0,26.0,5,1,Yes
25.0,32.0,NE,5.0,78.5,1010.0,25.0,6,1,Yes
25.0,32.0,NE,7.9,79.62,1010.2,25.1,7,1,Yes
25.0,32.0,NNE,12.2,73.97,1011.0,26.0,8,1,Yes
25.0,32.0,NNE,15.8,65.77,1012.0,28.0,9,1,Yes
25.0,32.0,NNE,17.3,60.01,1012.0,29.9,10,1,Yes
25.0,32.0,NNE,20.2,58.82,1011.0,31.0,11,1,Yes
25.0,32.0,NE,20.9,55.57,1010.0,32.0,12,1,Yes
25.0,32.0,NE,24.5,56.22,1009.1,31.9,13,1,Yes
25.0,32.0,NNW,25.2,58.82,1008.0,31.0,14,1,Yes
25.0,32.0,NNE,29.9,55.57,1007.0,32.0,15,1,Yes
25.0,32.0,NE,28.8,60.24,1008.0,30.9,16,1,Yes
25.0,32.0,NE,23.0,55.32,1008.0,31.0,17,1,Yes
25.0,32.0,ENE,17.6,62.28,1008.0,30.0,18,1,Yes
25.0,32.0,ENE,16.6,64.61,1009.1,29.7,19,1,Yes
25.0,32.0,NE,18.7,58.35,1010.0,29.0,20,1,Yes
25.0,32.0,NE,18.0,61.84,1011.0,28.0,21,1,Yes
25.0,32.0,ESE,16.9,63.87,1011.0,27.0,22,1,Yes
25.0,32.0,NE,12.6,61.62,1011.0,27.0,23,1,Yes
23.0,32.0,NNE,7.9,65.36,1011.0,26.0,0,1,No
23.0,32.0,ENE,5.0,66.18,1010.1,26.0,1,1,No
23.0,32.0,NNE,3.2,69.36,1009.0,25.0,2,1,No
23.0,32.0,NNE,5.4,69.36,1009.0,25.0,3,1,No
23.0,32.0,NE,7.6,74.14,1009.0,24.1,4,1,No
23.0,32.0,NNE,11.2,69.16,1009.0,24.0,5,1,No
23.0,32.0,N,12.2,78.21,1009.0,23.0,6,1,No
23.0,32.0,N,14.4,70.75,1010.1,24.0,7,1,No
23.0,32.0,N,16.9,69.36,1011.0,25.0,8,1,No
23.0,32.0,NE,18.7,61.62,1012.0,27.0,9,1,No
23.0,32.0,NE,19.1,62.59,1012.0,27.9,10,1,No
23.0,32.0,NW,18.4,62.06,1011.0,29.0,11,1,No
23.0,32.0,NW,16.6,58.58,1010.0,30.0,12,1,No
23.0,32.0,N,16.6,56.44,1009.1,30.9,13,1,No
23.0,32.0,W,16.9,52.27,1008.0,32.0,14,1,No
23.0,32.0,N,17.3,58.82,1008.0,31.0,15,1,No
23.0,32.0,NW,14.0,56.01,1008.1,31.0,16,1,No
23.0,32.0,W,9.7,55.32,1008.0,31.0,17,1,No
23.0,32.0,ENE,6.5,62.28,1009.0,30.0,18,1,No
23.0,32.0,NNW,9.4,67.34,1010.0,29.0,19,1,No
23.0,32.0,NNW,12.2,69.92,1010.0,28.0,20,1,No
23.0,32.0,ENE,13.7,65.98,1011.0,29.0,21,1,No
23.0,32.0,SSE,14.0,79.54,1011.1,27.9,22,1,No
23.0,32.0,SE,13.3,83.68,1011.0,27.0,23,1,No
23.0,32.0,ESE,10.8,83.68,1011.0,27.0,0,1,Yes
23.0,32.0,N,7.2,83.81,1011.1,25.1,1,1,Yes
23.0,32.0,NW,4.0,83.45,1011.0,25.0,2,1,Yes
23.0,32.0,NNW,5.0,78.36,1010.0,24.0,3,1,Yes
23.0,32.0,NNE,6.1,80.3,1011.0,23.3,4,1,Yes
23.0,32.0,N,7.2,78.21,1011.0,23.0,5,1,Yes
23.0,32.0,NNE,7.9,73.63,1011.0,24.0,6,1,Yes
23.0,32.0,N,12.6,74.94,1012.1,24.0,7,1,Yes
23.0,32.0,N,15.8,73.8,1013.0,25.0,8,1,Yes
23.0,32.0,N,18.4,73.97,1013.0,26.0,9,1,Yes
23.0,32.0,ENE,19.1,69.93,1013.1,28.0,10,1,Yes
23.0,32.0,W,19.4,58.58,1012.0,30.0,11,1,Yes
23.0,32.0,NW,19.1,58.82,1011.0,31.0,12,1,Yes
23.0,32.0,NNW,18.4,58.89,1010.0,30.9,13,1,Yes
23.0,32.0,NNW,18.7,52.01,1009.0,31.0,14,1,Yes
23.0,32.0,N,18.4,46.18,1009.0,32.0,15,1,Yes
23.0,32.0,NNW,16.9,49.31,1008.1,31.1,16,1,Yes
23.0,32.0,WNW,11.5,51.76,1009.0,30.0,17,1,Yes
23.0,32.0,NW,10.8,54.83,1009.0,29.0,18,1,Yes
23.0,32.0,NNW,13.3,59.19,1010.1,28.0,19,1,Yes
23.0,32.0,NW,14.0,58.11,1011.0,28.0,20,1,Yes
23.0,32.0,N,13.0,58.11,1012.0,28.0,21,1,Yes
23.0,32.0,SSE,10.8,75.35,1012.1,26.9,22,1,Yes
23.0,32.0,S,10.1,83.68,1012.0,27.0,23,1,Yes
22.0,31.0,S,9.0,83.57,1011.0,26.0,0,1,No
22.0,31.0,WSW,8.3,84.58,1011.1,25.9,1,1,No
22.0,31.0,S,5.8,83.57,1010.0,26.0,2,1,No
22.0,31.0,WSW,4.0,83.45,1010.0,25.0,3,1,No
22.0,31.0,NW,7.2,89.71,1010.1,23.2,4,1,No
22.0,31.0,WSW,7.9,88.44,1010.0,22.0,5,1,No
22.0,31.0,W,8.6,83.34,1011.0,24.0,6,1,No
22.0,31.0,NNE,11.5,84.57,1012.1,23.9,7,1,No
22.0,31.0,NNW,14.0,78.64,1012.0,26.0,8,1,No
22.0,31.0,ENE,15.1,78.64,1013.0,26.0,9,1,No
22.0,31.0,NNE,14.8,71.34,1013.0,27.9,10,1,No
22.0,31.0,W,14.8,69.92,1012.0,28.0,11,1,No
22.0,31.0,E,14.0,58.58,1011.0,30.0,12,1,No
22.0,31.0,ENE,14.8,55.67,1010.1,30.0,13,1,No
22.0,31.0,W,16.2,52.01,1009.0,31.0,14,1,No
22.0,31.0,W,15.8,55.32,1008.0,31.0,15,1,No
22.0,31.0,WSW,14.4,54.29,1009.0,31.0,16,1,No
22.0,31.0,WNW,11.9,58.58,1009.0,30.0,17,1,No
22.0,31.0,W,7.2,65.77,1010.0,28.0,18,1,No
22.0,31.0,W,8.3,74.26,1010.2,26.3,19,1,No
22.0,31.0,W,9.0,69.74,1011.0,27.0,20,1,No
22.0,31.0,WSW,10.1,73.97,1011.0,26.0,21,1,No
22.0,31.0,W,10.4,70.76,1011.2,26.9,22,1,No
22.0,31.0,SW,10.1,73.97,1011.0,26.0,23,1,No
22.0,33.0,SSW,9.7,78.64,1011.0,26.0,0,1,No
22.0,33.0,W,9.7,84.13,1011.2,25.0,1,1,No
22.0,33.0,WSW,7.2,83.34,1011.0,24.0,2,1,No
22.0,33.0,WSW,5.0,83.22,1010.0,23.0,3,1,No
22.0,33.0,NW,4.7,88.97,1010.1,22.2,4,1,No
22.0,33.0,W,5.0,88.44,1010.0,22.0,5,1,No
22.0,33.0,W,6.8,88.44,1011.0,22.0,6,1,No
22.0,33.0,NNE,9.0,88.96,1011.2,22.1,7,1,No
22.0,33.0,NNE,10.4,83.34,1013.0,24.0,8,1,No
22.0,33.0,ENE,11.5,69.74,1013.0,27.0,9,1,No
22.0,33.0,ENE,13.0,63.48,1013.1,28.9,10,1,No
22.0,33.0,NW,13.0,55.08,1013.0,30.0,11,1,No
22.0,33.0,W,13.3,55.32,1012.0,31.0,12,1,No
22.0,33.0,NNW,14.8,55.86,1010.2,31.0,13,1,No
22.0,33.0,W,12.2,49.4,1009.0,33.0,14,1,No
22.0,33.0,SSE,11.2,55.32,1009.0,31.0,15,1,No
22.0,33.0,SSW,9.4,66.7,1009.1,29.9,16,1,No
22.0,33.0,S,8.3,70.11,1009.0,29.0,17,1,No
22.0,33.0,S,11.5,74.3,1010.0,28.0,18,1,No
22.0,33.0,S,15.8,75.01,1010.1,27.9,19,1,No
22.0,33.0,S,18.4,78.78,1011.0,27.0,20,1,No
22.0,33.0,SSE,20.9,74.14,1012.0,27.0,21,1,No
22.0,33.0,SSE,20.9,79.61,1011.2,26.0,22,1,No
22.0,33.0,SE,16.9,78.64,1011.0,26.0,23,1,No
23.0,32.0,W,11.9,78.64,1011.0,26.0,0,1,No
23.0,32.0,SSE,8.6,79.92,1011.0,25.9,1,1,No
23.0,32.0,W,6.8,83.45,1010.0,25.0,2,1,No
23.0,32.0,W,4.0,94.15,1010.0,24.0,3,1,No
23.0,32.0,W,5.8,94.22,1010.0,23.1,4,1,No
23.0,32.0,W,6.8,94.11,1010.0,23.0,5,1,No
23.0,32.0,NW,7.2,100.0,1011.0,23.0,6,1,No
23.0,32.0,NNW,11.2,99.76,1012.0,23.1,7,1,No
23.0,32.0,N,16.6,94.15,1013.0,24.0,8,1,No
23.0,32.0,NNW,16.9,83.57,1013.0,26.0,9,1,No
23.0,32.0,NE,16.6,74.11,1013.1,27.9,10,1,No
23.0,32.0,NW,15.8,65.98,1013.0,29.0,11,1,No
23.0,32.0,W,14.4,65.98,1012.0,29.0,12,1,No
23.0,32.0,ESE,13.7,56.17,1010.1,30.9,13,1,No
23.0,32.0,W,14.8,52.27,1009.0,32.0,14,1,No
23.0,32.0,ENE,13.7,49.14,1008.0,32.0,15,1,No
23.0,32.0,ESE,11.5,50.56,1008.2,31.7,16,1,No
23.0,32.0,SE,8.3,58.82,1009.0,31.0,17,1,No
23.0,32.0,SSE,11.2,74.3,1010.0,28.0,18,1,No
23.0,32.0,SSE,17.6,74.13,1011.0,26.9,19,1,No
23.0,32.0,SE,19.4,74.14,1011.0,27.0,20,1,No
23.0,32.0,ESE,20.2,73.97,1012.0,26.0,21,1,No
23.0,32.0,E,21.2,74.69,1012.2,25.9,22,1,No
23.0,32.0,ESE,20.9,73.97,1012.0,26.0,23,1,No
23.0,32.0,SE,17.3,73.8,1012.0,25.0,0,1,No
23.0,32.0,WNW,10.8,75.21,1011.1,24.9,1,1,No
23.0,32.0,W,6.5,83.34,1011.0,24.0,2,1,No
23.0,32.0,W,4.7,83.34,1010.0,24.0,3,1,No
23.0,32.0,N,6.1,87.95,1010.2,23.2,4,1,No
23.0,32.0,NNW,6.5,88.52,1011.0,23.0,5,1,No
23.0,32.0,NNW,7.6,88.52,1012.0,23.0,6,1,No
23.0,32.0,NNW,10.8,89.18,1012.2,23.0,7,1,No
23.0,32.0,N,15.1,73.63,1013.0,24.0,8,1,No
23.0,32.0,NNW,17.3,65.36,1014.0,26.0,9,1,No
23.0,32.0,N,17.3,55.5,1014.0,28.9,10,1,No
23.0,32.0,W,16.6,51.76,1013.0,30.0,11,1,No
23.0,32.0,N,15.1,48.88,1012.0,31.0,12,1,No
23.0,32.0,N,14.0,49.6,1011.0,30.9,13,1,No
23.0,32.0,W,15.1,46.18,1010.0,32.0,14,1,No
23.0,32.0,W,14.8,48.88,1010.0,31.0,15,1,No
23.0,32.0,W,12.2,55.48,1010.1,30.0,16,1,No
23.0,32.0,WNW,9.0,58.35,1011.0,29.0,17,1,No
23.0,32.0,W,7.2,58.11,1011.0,28.0,18,1,No
23.0,32.0,NW,9.4,66.13,1012.0,27.1,19,1,No
23.0,32.0,SW,11.9,74.14,1012.0,27.0,20,1,No
23.0,32.0,W,14.8,74.14,1013.0,27.0,21,1,No
23.0,32.0,NW,15.5,87.62,1013.1,25.2,22,1,No
23.0,32.0,W,14.0,83.57,1013.0,26.0,23,1,No
25.0,33.0,SSE,11.2,78.78,1013.0,27.0,0,1,No
25.0,33.0,W,8.6,79.79,1013.0,26.9,1,1,No
25.0,33.0,E,9.7,83.57,1012.0,26.0,2,1,No
25.0,33.0,E,11.2,83.57,1012.0,26.0,3,1,No
25.0,33.0,E,12.2,84.31,1012.0,25.9,4,1,No
25.0,33.0,W,13.7,83.57,1012.0,26.0,5,1,No
25.0,33.0,NNW,13.7,83.45,1013.0,25.0,6,1,No
25.0,33.0,NNE,11.9,75.68,1013.2,25.1,7,1,No
25.0,33.0,NNE,12.2,69.36,1015.0,25.0,8,1,No
25.0,33.0,N,15.1,65.36,1015.0,26.0,9,1,No
25.0,33.0,NNE,16.6,60.51,1015.1,27.9,10,1,No
25.0,33.0,W,18.0,62.06,1014.0,29.0,11,1,No
25.0,33.0,W,20.5,52.01,1014.0,31.0,12,1,No
25.0,33.0,E,21.2,56.1,1012.1,30.8,13,1,No
25.0,33.0,W,21.2,49.14,1011.0,32.0,14,1,No
25.0,33.0,W,20.2,43.65,1010.0,33.0,15,1,No
25.0,33.0,N,18.7,52.74,1010.2,31.8,16,1,No
25.0,33.0,SSW,13.3,55.32,1011.0,31.0,17,1,No
25.0,33.0,SSW,10.8,62.28,1012.0,30.0,18,1,No
25.0,33.0,S,15.5,70.13,1013.1,27.9,19,1,No
25.0,33.0,ESE,14.0,69.92,1014.0,28.0,20,1,No
25.0,33.0,NNE,10.4,57.88,1014.0,27.0,21,1,No
25.0,33.0,NNE,9.0,58.53,1014.1,26.0,22,1,No
25.0,33.0,NNE,11.5,61.16,1014.0,25.0,23,1,No
22.0,33.0,NNE,14.0,64.94,1014.0,24.0,0,1,No
22.0,33.0,NNE,14.4,61.47,1013.1,24.1,1,1,No
22.0,33.0,NNE,10.4,60.7,1012.0,23.0,2,1,No
22.0,33.0,NNE,9.4,60.7,1012.0,23.0,3,1,No
22.0,33.0,NE,9.7,65.76,1013.0,22.1,4,1,No
22.0,33.0,NNE,11.2,68.78,1013.0,22.0,5,1,No
22.0,33.0,N,11.9,68.78,1013.0,22.0,6,1,No
22.0,33.0,NNW,13.7,70.02,1014.1,22.0,7,1,No
22.0,33.0,NNW,18.4,64.94,1015.0,24.0,8,1,No
22.0,33.0,NNE,21.6,61.16,1016.0,25.0,9,1,No
22.0,33.0,N,22.0,52.26,1016.1,27.8,10,1,No
22.0,33.0,NNW,22.0,51.51,1016.0,29.0,11,1,No
22.0,33.0,N,23.0,48.62,1014.0,30.0,12,1,No
22.0,33.0,ENE,23.0,46.04,1013.1,31.8,13,1,No
22.0,33.0,NNE,22.7,43.38,1012.0,32.0,14,1,No
22.0,33.0,N,21.6,41.0,1011.0,33.0,15,1,No
22.0,33.0,NE,20.9,45.2,1011.2,31.9,16,1,No
22.0,33.0,NNE,14.8,45.91,1012.0,31.0,17,1,No
22.0,33.0,NNE,10.8,45.65,1012.0,30.0,18,1,No
22.0,33.0,ENE,10.8,53.34,1014.0,27.9,19,1,No
22.0,33.0,NNE,11.5,54.34,1015.0,27.0,20,1,No
22.0,33.0,NNE,14.4,54.09,1015.0,26.0,21,1,No
22.0,33.0,NNE,20.2,58.14,1015.1,25.0,22,1,No
22.0,33.0,N,23.0,60.93,1015.0,24.0,23,1,No
22.0,32.0,NNE,23.8,60.93,1015.0,24.0,0,1,No
22.0,32.0,NNE,23.0,64.3,1014.1,23.1,1,1,No
22.0,32.0,N,24.1,64.72,1014.0,23.0,2,1,No
22.0,32.0,NNE,23.8,68.78,1013.0,22.0,3,1,No
22.0,32.0,NNE,22.0,68.79,1013.0,22.1,4,1,No
22.0,32.0,NNE,21.2,68.78,1013.0,22.0,5,1,No
22.0,32.0,N,21.6,64.51,1013.0,22.0,6,1,No
22.0,32.0,N,21.2,65.34,1014.1,22.0,7,1,No
22.0,32.0,NNE,24.5,60.7,1015.0,23.0,8,1,No
22.0,32.0,NNE,27.4,57.4,1015.0,25.0,9,1,No
22.0,32.0,NNE,27.4,54.32,1015.1,26.0,10,1,No
22.0,32.0,NE,24.8,50.99,1014.0,27.0,11,1,No
22.0,32.0,NE,22.3,45.65,1014.0,30.0,12,1,No
22.0,32.0,NNE,22.0,43.74,1012.1,29.9,13,1,No
22.0,32.0,NNW,38.9,43.11,1011.0,31.0,14,1,No
22.0,32.0,NNE,21.2,40.72,1010.0,32.0,15,1,No
22.0,32.0,NNE,18.7,39.25,1010.1,31.8,16,1,No
22.0,32.0,NE,13.3,40.45,1011.0,31.0,17,1,No
22.0,32.0,NNE,8.3,42.83,1011.0,30.0,18,1,No
22.0,32.0,S,9.7,70.0,1012.1,26.9,19,1,No
22.0,32.0,NNE,10.4,73.97,1013.0,26.0,20,1,No
22.0,32.0,NNE,9.4,47.56,1014.0,26.0,21,1,No
22.0,32.0,NNE,7.9,48.62,1014.0,25.0,22,1,No
22.0,32.0,NNE,7.2,50.2,1014.0,24.0,23,1,No
19.0,31.0,NNE,8.3,56.67,1013.0,22.1,0,1,Yes
19.0,31.0,ENE,11.5,57.09,1013.1,22.1,1,1,Yes
19.0,31.0,NNE,15.1,60.47,1013.0,22.0,2,1,Yes
19.0,31.0,N,13.7,64.29,1012.0,21.0,3,1,Yes
19.0,31.0,ENE,13.7,68.83,1012.0,20.2,4,1,Yes
19.0,31.0,NNW,13.7,68.38,1012.0,20.0,5,1,Yes
19.0,31.0,N,12.6,72.76,1012.0,19.0,6,1,Yes
19.0,31.0,NE,13.3,68.98,1013.1,20.1,7,1,Yes
19.0,31.0,NNE,15.1,64.29,1014.0,21.0,8,1,Yes
19.0,31.0,NNE,17.3,56.91,1014.0,23.0,9,1,Yes
19.0,31.0,NE,18.0,51.59,1014.0,25.9,10,1,Yes
19.0,31.0,W,18.0,50.99,1013.0,27.0,11,1,Yes
19.0,31.0,W,16.9,51.25,1013.0,28.0,12,1,Yes
19.0,31.0,W,16.2,46.51,1011.1,29.9,13,1,Yes
19.0,31.0,WSW,17.3,45.65,1010.0,30.0,14,1,Yes
19.0,31.0,SSW,15.5,45.91,1009.0,31.0,15,1,Yes
19.0,31.0,WSW,11.5,51.96,1009.1,29.9,16,1,Yes
19.0,31.0,WSW,8.6,58.11,1010.0,28.0,17,1,Yes
19.0,31.0,WSW,8.6,57.88,1010.0,27.0,18,1,Yes
19.0,31.0,SW,9.4,65.27,1011.2,26.1,19,1,Yes
19.0,31.0,WSW,9.4,61.39,1012.0,26.0,20,1,Yes
19.0,31.0,WSW,11.2,69.36,1013.0,25.0,21,1,Yes
19.0,31.0,NW,11.5,70.59,1013.1,25.0,22,1,Yes
19.0,31.0,W,11.5,73.46,1013.0,23.0,23,1,Yes
21.0,32.0,W,11.5,78.06,1013.0,22.0,0,1,Yes
21.0,32.0,W,9.0,78.88,1012.1,22.2,1,1,Yes
21.0,32.0,W,8.6,78.06,1011.0,22.0,2,1,Yes
21.0,32.0,NW,8.3,78.06,1011.0,22.0,3,1,Yes
21.0,32.0,NNE,5.8,83.25,1011.0,22.0,4,1,Yes
21.0,32.0,NNE,4.3,88.35,1011.0,21.0,5,1,Yes
21.0,32.0,NNW,4.0,88.35,1011.0,21.0,6,1,Yes
21.0,32.0,NE,9.7,93.09,1012.1,21.1,7,1,Yes
21.0,32.0,NNW,15.1,83.22,1013.0,23.0,8,1,Yes
21.0,32.0,NNW,18.0,69.36,1014.0,25.0,9,1,Yes
21.0,32.0,NE,19.1,70.6,1014.1,27.0,10,1,Yes
21.0,32.0,NNW,19.4,58.35,1013.0,29.0,11,1,Yes
21.0,32.0,W,19.4,55.32,1012.0,31.0,12,1,Yes
21.0,32.0,NE,18.7,55.55,1011.1,31.0,13,1,Yes
21.0,32.0,W,14.0,52.27,1010.0,32.0,14,1,Yes
21.0,32.0,W,21.2,52.27,1009.0,32.0,15,1,Yes
21.0,32.0,SSE,24.5,62.33,1010.1,29.8,16,1,Yes
21.0,32.0,SE,26.3,94.19,1011.0,25.0,17,1,Yes
21.0,32.0,SE,15.8,88.76,1011.0,26.0,18,1,Yes
21.0,32.0,N,11.9,87.91,1012.1,26.1,19,1,Yes
21.0,32.0,NNE,11.5,94.19,1013.0,25.0,20,1,Yes
21.0,32.0,N,5.4,94.19,1013.0,25.0,21,1,Yes
21.0,32.0,NE,3.6,93.89,1013.0,25.1,22,1,Yes
21.0,32.0,W,5.0,94.19,1012.0,25.0,23,1,Yes
24.0,33.1,W,5.4,100.0,1012.0,24.0,0,1,Yes
24.0,33.1,W,3.2,94.34,1012.0,25.0,1,1,Yes
24.0,33.1,W,3.6,94.19,1011.0,25.0,2,1,Yes
24.0,33.1,W,5.0,100.0,1011.0,24.0,3,1,Yes
24.0,33.1,ENE,5.4,89.04,1011.1,25.0,4,1,Yes
24.0,33.1,N,5.8,88.68,1011.0,25.0,5,1,Yes
24.0,33.1,NNW,5.8,88.68,1012.0,25.0,6,1,Yes
24.0,33.1,NNE,9.4,93.36,1012.2,25.0,7,1,Yes
24.0,33.1,N,12.6,83.57,1013.0,26.0,8,1,Yes
24.0,33.1,W,17.3,74.3,1014.0,28.0,9,1,Yes
24.0,33.1,NE,19.4,70.56,1013.2,28.9,10,1,Yes
24.0,33.1,NNW,19.8,66.18,1013.0,30.0,11,1,Yes
24.0,33.1,NNE,38.2,62.5,1012.0,31.0,12,1,Yes
24.0,33.1,ENE,34.9,56.1,1011.0,32.0,13,1,Yes
24.0,33.1,W,32.0,55.81,1009.0,33.0,14,1,Yes
24.0,33.1,NE,27.4,52.53,1008.0,33.1,15,1,Yes
24.0,33.1,SE,24.1,70.65,1009.1,29.8,16,1,Yes
24.0,33.1,SSE,24.5,74.47,1009.0,29.0,17,1,Yes
24.0,33.1,S,15.5,74.47,1010.0,29.0,18,1,Yes
24.0,33.1,SE,5.4,72.08,1011.0,28.8,19,1,Yes
24.0,33.1,W,5.4,70.11,1012.0,29.0,20,1,Yes
24.0,33.1,W,5.4,78.92,1012.0,28.0,21,1,Yes
24.0,33.1,NE,3.6,80.5,1012.1,27.8,22,1,Yes
24.0,33.1,N,4.7,83.68,1012.0,27.0,23,1,Yes
24.0,34.0,NE,5.0,74.14,1012.0,27.0,0,1,No
24.0,34.0,NE,5.0,75.56,1012.0,25.9,1,1,No
24.0,34.0,NE,6.5,78.5,1011.0,25.0,2,1,No
24.0,34.0,ENE,5.4,78.5,1011.0,25.0,3,1,No
24.0,34.0,W,5.8,79.86,1011.1,24.9,4,1,No
24.0,34.0,N,5.8,88.6,1011.0,24.0,5,1,No
24.0,34.0,NNE,4.7,83.34,1012.0,24.0,6,1,No
24.0,34.0,NE,7.2,83.79,1013.0,25.0,7,1,No
24.0,34.0,N,10.1,74.14,1013.0,27.0,8,1,No
24.0,34.0,NE,13.0,65.77,1014.0,28.0,9,1,No
24.0,34.0,ENE,17.6,59.53,1014.0,29.9,10,1,No
24.0,34.0,NE,21.2,55.32,1013.0,31.0,11,1,No
24.0,34.0,NNE,23.0,55.32,1012.0,31.0,12,1,No
24.0,34.0,NE,23.0,49.99,1011.1,31.9,13,1,No
24.0,34.0,ENE,23.8,43.92,1010.0,34.0,14,1,No
24.0,34.0,NE,21.6,43.65,1009.0,33.0,15,1,No
24.0,34.0,NE,18.7,46.42,1009.2,33.6,16,1,No
24.0,34.0,ENE,15.1,49.14,1010.0,32.0,17,1,No
24.0,34.0,ESE,11.2,66.18,1011.0,30.0,18,1,No
24.0,34.0,ESE,11.9,66.82,1012.0,28.9,19,1,No
24.0,34.0,NE,13.0,51.51,1012.0,29.0,20,1,No
24.0,34.0,NE,15.1,54.34,1013.0,27.0,21,1,No
24.0,34.0,NE,16.9,61.55,1013.1,26.0,22,1,No
24.0,34.0,NE,18.7,61.16,1013.0,25.0,23,1,No
22.0,32.0,NE,18.7,61.16,1013.0,25.0,0,1,No
22.0,32.0,ENE,17.6,65.33,1013.1,24.0,1,1,No
22.0,32.0,NE,18.7,64.94,1012.0,24.0,2,1,No
22.0,32.0,NE,19.1,64.94,1012.0,24.0,3,1,No
22.0,32.0,ENE,18.7,66.39,1011.1,23.0,4,1,No
22.0,32.0,NNE,29.5,73.29,1012.0,22.0,5,1,No
22.0,32.0,NE,14.0,68.78,1012.0,22.0,6,1,No
22.0,32.0,NNE,16.6,73.12,1012.2,22.1,7,1,No
22.0,32.0,NE,21.2,64.94,1013.0,24.0,8,1,No
22.0,32.0,NE,23.0,54.34,1013.0,27.0,9,1,No
22.0,32.0,ENE,22.3,53.59,1013.1,27.9,10,1,No
22.0,32.0,E,20.2,48.36,1012.0,29.0,11,1,No
22.0,32.0,W,17.6,45.91,1011.0,31.0,12,1,No
22.0,32.0,N,15.8,41.8,1010.1,31.8,13,1,No
22.0,32.0,E,13.3,40.72,1009.0,32.0,14,1,No
